,0
326,0.00017244428346924575
327,0.00017056907854998856
328,0.00016941133567006218
329,0.0001671923035609894
330,0.0001651422771702066
331,0.0001634002541927152
332,0.00016253187858390644
333,0.00016236532700044466
334,0.0001606847037943252
335,0.00015801431705417344
336,0.00015719175994760473
337,0.00015635588585638955
338,0.0001546327909717461
339,0.00015373859067585675
340,0.00015248171626963035
341,0.00015051880059982237
342,0.0001497201077094728
343,0.00014829429501009062
344,0.0001452807794079606
345,0.00014508581492888174
346,0.00014393840830874297
347,0.00014335330375949838
348,0.0001419835189645195
349,0.00014040991652778062
350,0.00013975315832120982
351,0.00013882552269865942
352,0.00013765680534981502
353,0.000136993772107773
354,0.00013379115713457485
355,0.00013292628972171302
356,0.00013137999422751452
357,0.00013110366500230857
358,0.00013040873065416742
359,0.00012800098543066485
360,0.00012716019395400671
361,0.00012665695314699745
362,0.00012491494963542366
363,0.00012350289049179887
364,0.0001230173036712999
365,0.00012179005419378937
366,0.00012135586747782313
367,0.0001202884555576335
368,0.00011812381254445729
369,0.00011728226581989152
370,0.0001171557341558843
371,0.00011689569755372352
372,0.00011560554258870376
373,0.00011456156019663423
374,0.0001130840946338024
375,0.00011216552601724949
376,0.00011133026292345569
377,0.00011076498893337447
378,0.00011052605075224392
379,0.0001091597387695547
380,0.00010734767225579948
381,0.00010700938647079854
382,0.00010631919419680552
383,0.00010501512376310644
384,0.00010464397974321801
385,0.0001039909284879709
386,0.0001020374333857057
387,0.00010105810035741568
388,0.00010026281828767064
389,9.976619914577591e-05
390,9.8991381217604e-05
391,9.852493827161804e-05
392,9.74172170193836e-05
393,9.70932199999453e-05
394,9.595958881107277e-05
395,9.553696633951344e-05
396,9.506122115394005e-05
397,9.454688762166467e-05
398,9.38332420987679e-05
399,9.329143420671515e-05
400,9.27474496340657e-05
401,9.155895728248027e-05
402,9.02496525250394e-05
403,8.987841850460201e-05
404,8.939360401800256e-05
405,8.890073748683907e-05
406,8.777815487944138e-05
407,8.600458916137629e-05
408,8.555834302955318e-05
409,8.502543076127392e-05
410,8.405181039870393e-05
411,8.351705268673745e-05
412,8.279487386774567e-05
413,8.225189727759297e-05
414,8.154502538075673e-05
415,8.125025611304497e-05
416,8.007294571365401e-05
417,7.935978654492325e-05
418,7.910533603834127e-05
419,7.845887370899457e-05
420,7.825920324890371e-05
421,7.757831452174603e-05
422,7.663268920368202e-05
423,7.579754001989644e-05
424,7.518272647653927e-05
425,7.490617109240518e-05
426,7.373441868305032e-05
427,7.334552834444564e-05
428,7.300027129564709e-05
429,7.265999012022876e-05
430,7.205125091548201e-05
431,7.130407145861189e-05
432,7.07686233688184e-05
433,7.016150360572031e-05
434,6.997001154591607e-05
435,6.95185405502706e-05
436,6.893351349574718e-05
437,6.880528659465791e-05
438,6.747088037985864e-05
439,6.704384666488833e-05
440,6.63812835117725e-05
441,6.526524213331277e-05
442,6.506506427139115e-05
443,6.471469017733216e-05
444,6.424668073500803e-05
445,6.357849499594111e-05
446,6.323081861201222e-05
447,6.263253586681351e-05
448,6.222720465336404e-05
449,6.149219358075123e-05
450,6.123553867579498e-05
451,6.057983498485446e-05
452,6.014781286215911e-05
453,5.976976487213538e-05
454,5.930537181487746e-05
455,5.862001685296787e-05
456,5.826726309289551e-05
457,5.812608452068977e-05
458,5.749471153073373e-05
459,5.726378333299986e-05
460,5.6510134006817686e-05
461,5.588251246159401e-05
462,5.5293818749130994e-05
463,5.505383035366675e-05
464,5.480375316921803e-05
465,5.420634034007679e-05
466,5.404172695310436e-05
467,5.342119908206956e-05
468,5.2753488593767504e-05
469,5.223658177705122e-05
470,5.1996028275941784e-05
471,5.1423325222061865e-05
472,5.1257755535466744e-05
473,5.102363894106347e-05
474,5.07401841044284e-05
475,5.037362922261487e-05
476,4.9762056233011956e-05
477,4.926736956407767e-05
478,4.88956074298022e-05
479,4.8287043338684e-05
480,4.808401446255084e-05
481,4.768818336449261e-05
482,4.740767243998132e-05
483,4.67950024875685e-05
484,4.649551192669982e-05
485,4.63754180722017e-05
486,4.605502854410948e-05
487,4.578726654126581e-05
488,4.5401500279537436e-05
489,4.472113752099968e-05
490,4.438773816748577e-05
491,4.410196363292184e-05
492,4.3681902321748655e-05
493,4.3482087394045005e-05
494,4.312320820382382e-05
495,4.2704190931684705e-05
496,4.252141037924451e-05
497,4.222968510864716e-05
498,4.1679288234006296e-05
499,4.130199337386086e-05
500,4.095023958014202e-05
501,4.071123237602468e-05
502,4.039550954918345e-05
503,4.018304059777895e-05
504,4.010163865162851e-05
505,3.980030596328158e-05
506,3.957677361943492e-05
507,3.8926215511227746e-05
508,3.8308853706053746e-05
509,3.794344902924735e-05
510,3.7606733706937564e-05
511,3.7173049715543976e-05
512,3.699963467281641e-05
513,3.662993076791726e-05
514,3.6365395242079945e-05
515,3.599791489832946e-05
516,3.557667669189893e-05
517,3.53769235503139e-05
518,3.5209358945779676e-05
519,3.4763379389980314e-05
520,3.4592740003719485e-05
521,3.4324770441171275e-05
522,3.391653385425769e-05
523,3.361704045286324e-05
524,3.348146208922943e-05
525,3.3117232778307055e-05
526,3.3060544775768494e-05
527,3.275951689919838e-05
528,3.2466403844642674e-05
529,3.2216060189332676e-05
530,3.18940864012405e-05
531,3.158135313204924e-05
532,3.143401993434653e-05
533,3.1152456589829275e-05
534,3.0917937674198584e-05
535,3.0321593862736578e-05
536,3.024512777270536e-05
537,3.0152961373418928e-05
538,2.9951000149137103e-05
539,2.984578322958064e-05
540,2.9619620447092004e-05
541,2.901839773837143e-05
542,2.8839270527898754e-05
543,2.870665250450522e-05
544,2.84864288914754e-05
545,2.838842893327841e-05
546,2.8033169051573322e-05
547,2.763049676264069e-05
548,2.7465295139337166e-05
549,2.7195578600595712e-05
550,2.692604436932499e-05
551,2.6722801545951814e-05
552,2.6641800686423225e-05
553,2.6488772383355914e-05
554,2.632145658282994e-05
555,2.5899690228763946e-05
556,2.5600037675412038e-05
557,2.5550125727584906e-05
558,2.526990728424641e-05
559,2.5090336969985513e-05
560,2.486503747693497e-05
561,2.4748771335639638e-05
562,2.4633369284038816e-05
563,2.4020428351049818e-05
564,2.3810587242763485e-05
565,2.3617957168945193e-05
566,2.358205881196906e-05
567,2.3228765042871158e-05
568,2.306498411725758e-05
569,2.2911073448577052e-05
570,2.2869534779774464e-05
571,2.2644648076446053e-05
572,2.2350041161207056e-05
573,2.214553662567871e-05
574,2.1849294695951026e-05
575,2.1765935476323174e-05
576,2.1727277630400085e-05
577,2.1396816612388014e-05
578,2.1368546965960242e-05
579,2.1028448520938688e-05
580,2.0704107139603623e-05
581,2.0649814275500612e-05
582,2.0450282457109208e-05
583,2.0214368483453297e-05
584,1.9944586482227777e-05
585,1.9766762875518172e-05
586,1.9554280230222524e-05
587,1.944451404807718e-05
588,1.9204544226736862e-05
589,1.9056956557618554e-05
590,1.896501603868174e-05
591,1.8915906828386743e-05
592,1.864429627013643e-05
593,1.8581816151028406e-05
594,1.8350537534826355e-05
595,1.8239712094152324e-05
596,1.7918078808245635e-05
597,1.786346094483533e-05
598,1.773547863698505e-05
599,1.742852020365576e-05
600,1.7406080191133443e-05
601,1.703093011905189e-05
602,1.6991216986846894e-05
603,1.684718231589893e-05
604,1.648717535333329e-05
605,1.6441405343010473e-05
606,1.6373930239555993e-05
607,1.6085475699220215e-05
608,1.6009274104683252e-05
609,1.585524479882141e-05
610,1.5660710859648623e-05
611,1.559059125554698e-05
612,1.5456132955905612e-05
613,1.5382863893125553e-05
614,1.5206729730424854e-05
615,1.5070782549863837e-05
616,1.4899686789774805e-05
617,1.4638387721029324e-05
618,1.4529500377565282e-05
619,1.4429481285532006e-05
620,1.4228534716626266e-05
