,0
0,0.054530264514492374
1,0.054300095583511516
2,0.02207802333702177
3,0.021041857346155796
4,0.01989897466417159
5,0.018308067607926345
6,0.017375865857599704
7,0.017017110699366962
8,0.01653113810504547
9,0.015414605168371315
10,0.0151801264109802
11,0.014723138724785092
12,0.014503945606007583
13,0.013747785384562197
14,0.013410951802194267
15,0.013085777093798937
16,0.012660834783524817
17,0.012319769221191034
18,0.012023136718110432
19,0.011718114283409561
20,0.011138095577943362
21,0.010744090690266583
22,0.010545714737315373
23,0.01027660996223023
24,0.00994043943223147
25,0.009866064293274456
26,0.009638176021749541
27,0.009428965451832817
28,0.00898790480499686
29,0.008747333561819122
30,0.008630996162055253
31,0.008511035802987742
32,0.008169170211835084
33,0.008107855800380337
34,0.007841985921651235
35,0.00772720784695947
36,0.007551719496373158
37,0.007326637790499672
38,0.007218789460915412
39,0.0070695406898201585
40,0.006905681371128241
41,0.006795433694949076
42,0.006667530193661026
43,0.006456502231698674
44,0.006368840454679803
45,0.006231605273092369
46,0.0059995655769430134
47,0.005909856762546056
48,0.005882873201301091
49,0.005662972337750585
50,0.005646886748225118
51,0.005477812555476918
52,0.005307686942371255
53,0.005149486808346937
54,0.005088954189938334
55,0.004873477496726711
56,0.004839914131002231
57,0.004765687588945551
58,0.004682371108663611
59,0.004628913825681971
60,0.004465732515812141
61,0.0043978091191521525
62,0.004315901233456316
63,0.00424298714759883
64,0.004152920442640746
65,0.004063114217200939
66,0.003980605880586465
67,0.0038719609960048635
68,0.0037711785454552504
69,0.003720411905268709
70,0.003692323004795146
71,0.0035956549296759827
72,0.003562369897130062
73,0.0035023019964665826
74,0.003471759235299935
75,0.003411117151939414
76,0.0033751404382859926
77,0.003299521686838154
78,0.0032085916228617875
79,0.0031869437982454053
80,0.0031676580817985305
81,0.003126391407846632
82,0.0030946099461604203
83,0.0030267297608310498
84,0.002989324480353727
85,0.0029579658299812455
86,0.0029514588540221673
87,0.002842571595969188
88,0.002766902117332582
89,0.0027149986146990587
90,0.002678555911114734
91,0.0026219103186574362
92,0.002609602583515023
93,0.002597209230613981
94,0.0025588763808064275
95,0.0025412291785572574
96,0.0024657110643446435
97,0.002446534497213054
98,0.002428243525840606
99,0.0023304607269605173
100,0.0023051202030015157
101,0.002277221177861184
102,0.002215647561200327
103,0.0022002629757896844
104,0.0021706898637388794
105,0.002131663646899644
106,0.0021249769427304165
107,0.0020653587291935044
108,0.0020416868065769667
109,0.0020093553821435416
110,0.0019791110816730073
111,0.0019400593721692247
112,0.0019062439948815558
113,0.0019011263943927235
114,0.0018646592731830982
115,0.001857811256560664
116,0.0018137853918974004
117,0.0018128829550404495
118,0.00178770604932112
119,0.0017510722809639773
120,0.001737136528774827
121,0.0016918804305835315
122,0.0016708269467665597
123,0.0016373627418028868
124,0.0016278914598795219
125,0.0016102110869209122
126,0.0015852203339702087
127,0.0015730663102622082
128,0.0015642703262470907
129,0.0015319305402772389
130,0.0015261747734707518
131,0.0014867524334175651
132,0.0014563983040897306
133,0.0014364491514332694
134,0.0014169198847353915
135,0.0014031746407072022
136,0.0013830939031318874
137,0.001371628920939868
138,0.0013386884313709745
139,0.0013288832450187038
140,0.0013263495191442962
141,0.0013170225445814905
142,0.0012782895047610922
143,0.0012618167584492943
144,0.001249428955141728
145,0.0012280524223197843
146,0.0012142588899516137
147,0.0011983438235081297
148,0.0011816931465061806
149,0.0011501295013281556
150,0.0011486078025720917
151,0.001129255210263472
152,0.001119770554562173
153,0.00110489087700016
154,0.0010931586123759883
155,0.001074914898020829
156,0.0010610908173415783
157,0.0010391695457013786
158,0.0010315292116362855
159,0.0010207511544787573
160,0.001012650970477514
161,0.0009999755803842315
162,0.000996052306802959
163,0.0009749114072528361
164,0.0009727715758238582
165,0.0009579693996046662
166,0.0009338347135759515
167,0.0009225038808414421
168,0.0009157552184748997
169,0.0009082295192662513
170,0.0008955822035753314
171,0.0008831315207934461
172,0.0008755003496807999
173,0.0008631287150323433
174,0.0008541146756589164
175,0.0008401400440866386
176,0.0008345800621664362
177,0.0008293897793267255
178,0.0008177121276481319
179,0.0007986956666885748
180,0.0007949517057073334
181,0.0007819704296571739
182,0.0007753423945674538
183,0.0007610821013921071
184,0.0007564326062964384
185,0.0007505647012582054
186,0.0007396894878677542
187,0.000721822913889028
188,0.0007124250486304431
189,0.0007077588278393207
190,0.0007020029744120856
191,0.0006930097868214659
192,0.0006857048441032226
193,0.0006824363728950011
194,0.0006730389637562424
195,0.0006643728531936374
196,0.000655790014296903
197,0.0006436186128803154
198,0.0006382193581412505
199,0.000634851250577281
200,0.0006261968290655453
201,0.000625262484172563
202,0.0006153566063441245
203,0.0006084334899726937
204,0.0006034759560384061
205,0.0005955055403571401
206,0.00058852180908853
207,0.0005784128883727449
208,0.0005690005387270443
209,0.000566828059813472
210,0.0005621848966304066
211,0.0005547766747906632
212,0.0005471400556122286
213,0.0005340365358410216
214,0.0005283513631513401
215,0.0005244419924531999
216,0.0005217560219072476
217,0.0005108742878171068
218,0.0005031768561615105
219,0.0004995923692047521
220,0.0004983688348247918
221,0.000494082336601587
222,0.0004812380251220521
223,0.00047527823383322425
224,0.00046634993549256836
225,0.00046315191843867263
226,0.00045685019807977434
227,0.0004557205045035656
228,0.0004540243072091851
229,0.0004471612218009444
230,0.0004459415074503622
231,0.0004368258059549036
232,0.0004339811035607663
233,0.00043117239700622223
234,0.0004290599973574658
235,0.0004238668636800873
236,0.00042150380014569736
237,0.0004147587834468501
238,0.0004083108031952096
239,0.0004056600410476013
240,0.0004000216948408149
241,0.0003967699494149965
242,0.00039214739934845754
243,0.0003878843975021269
244,0.00038116171104911285
245,0.0003765775096649123
246,0.00036950904791594044
247,0.00036871323106533083
248,0.0003651105636391469
249,0.00036317831989849184
250,0.0003589040393308023
251,0.0003571911589462924
252,0.000350570509708205
253,0.0003447129470567879
254,0.0003404090809003122
255,0.0003386086798883273
256,0.00033513196764540625
257,0.00033011598956874066
258,0.0003280586300016134
259,0.0003244779197966727
260,0.00032273074631092394
261,0.0003172292045431397
262,0.00031337301031592887
263,0.00031141870211348464
264,0.00030962653985018085
265,0.0003072534486925113
266,0.00030424781608294287
267,0.00030342898829555006
268,0.00029814074598061307
269,0.0002973783586147156
270,0.00029292696636288164
271,0.0002913965030100581
272,0.0002876365271691214
273,0.000284264081615768
274,0.00028233017170307484
275,0.0002783214523873188
276,0.0002763940334074362
277,0.00027505119303764284
278,0.0002736053970846059
279,0.0002706773578270397
280,0.0002662421923606777
281,0.0002598540127399682
282,0.00025842838422856926
283,0.0002566105808484132
284,0.0002557679270778831
285,0.00025078203547492374
286,0.0002482514089161595
287,0.00024751428940755164
288,0.00024553817491030586
289,0.00024358917088831384
290,0.00024156950357225618
291,0.0002387203960894582
292,0.00023739394607227501
293,0.00023543396390972264
294,0.0002322818481935388
295,0.0002294780858928502
296,0.00022514685661340677
297,0.00022305537534633927
298,0.00022163092823678445
299,0.00021994290799658828
300,0.0002194663166053207
301,0.00021655153802502066
302,0.0002156780519397288
303,0.00021288917077083482
304,0.0002109343555029092
305,0.00020801839250169545
306,0.00020478926934522669
307,0.00020445960644702185
308,0.00020377370821587825
309,0.00020154885040661385
310,0.00020088033800036824
311,0.00020029577178144127
312,0.00019794349154731786
313,0.0001944890178374996
314,0.0001928704149864721
315,0.00019181725818335463
316,0.00018978413218805106
317,0.0001874683800825133
318,0.00018429759207333197
319,0.0001828498254232148
320,0.00017992401295778874
321,0.00017846985567876968
322,0.0001782380191176796
323,0.00017676053648346159
324,0.00017591999556546627
325,0.00017394723476451797
